2024-04-11 16:57:54,712 INFO    StreamThr :205293 [internal.py:wandb_internal():86] W&B internal server running at pid: 205293, started at: 2024-04-11 16:57:54.710956
2024-04-11 16:57:54,717 DEBUG   HandlerThread:205293 [handler.py:handle_request():146] handle_request: status
2024-04-11 16:57:54,742 INFO    WriterThread:205293 [datastore.py:open_for_write():87] open: /home/hail09/Documents/hail_moon/ImageNet10_experiments/wandb/run-20240411_165754-pdjbiw7c/run-pdjbiw7c.wandb
2024-04-11 16:57:54,743 DEBUG   SenderThread:205293 [sender.py:send():379] send: header
2024-04-11 16:57:54,745 DEBUG   SenderThread:205293 [sender.py:send():379] send: run
2024-04-11 16:57:55,263 INFO    SenderThread:205293 [dir_watcher.py:__init__():211] watching files in: /home/hail09/Documents/hail_moon/ImageNet10_experiments/wandb/run-20240411_165754-pdjbiw7c/files
2024-04-11 16:57:55,263 INFO    SenderThread:205293 [sender.py:_start_run_threads():1124] run started: pdjbiw7c with start time 1712854674.710098
2024-04-11 16:57:55,305 DEBUG   HandlerThread:205293 [handler.py:handle_request():146] handle_request: check_version
2024-04-11 16:57:55,307 DEBUG   SenderThread:205293 [sender.py:send_request():406] send_request: check_version
2024-04-11 16:57:55,466 DEBUG   HandlerThread:205293 [handler.py:handle_request():146] handle_request: run_start
2024-04-11 16:57:55,504 DEBUG   HandlerThread:205293 [system_info.py:__init__():26] System info init
2024-04-11 16:57:55,504 DEBUG   HandlerThread:205293 [system_info.py:__init__():41] System info init done
2024-04-11 16:57:55,505 INFO    HandlerThread:205293 [system_monitor.py:start():194] Starting system monitor
2024-04-11 16:57:55,506 INFO    SystemMonitor:205293 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-11 16:57:55,506 INFO    HandlerThread:205293 [system_monitor.py:probe():214] Collecting system info
2024-04-11 16:57:55,508 INFO    SystemMonitor:205293 [interfaces.py:start():190] Started cpu monitoring
2024-04-11 16:57:55,510 INFO    SystemMonitor:205293 [interfaces.py:start():190] Started disk monitoring
2024-04-11 16:57:55,514 INFO    SystemMonitor:205293 [interfaces.py:start():190] Started gpu monitoring
2024-04-11 16:57:55,517 INFO    SystemMonitor:205293 [interfaces.py:start():190] Started memory monitoring
2024-04-11 16:57:55,521 INFO    SystemMonitor:205293 [interfaces.py:start():190] Started network monitoring
2024-04-11 16:57:55,565 DEBUG   HandlerThread:205293 [system_info.py:probe():150] Probing system
2024-04-11 16:57:55,574 DEBUG   HandlerThread:205293 [gitlib.py:_init_repo():56] git repository is invalid
2024-04-11 16:57:55,575 DEBUG   HandlerThread:205293 [system_info.py:probe():198] Probing system done
