2024-04-25 05:43:24,027 INFO    StreamThr :151800 [internal.py:wandb_internal():86] W&B internal server running at pid: 151800, started at: 2024-04-25 05:43:24.025054
2024-04-25 05:43:24,031 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: status
2024-04-25 05:43:24,062 INFO    WriterThread:151800 [datastore.py:open_for_write():87] open: /home/hail09/Documents/hail_moon/ImageNet10_experiments/train/wandb/run-20240425_054323-vl7kcnjk/run-vl7kcnjk.wandb
2024-04-25 05:43:24,064 DEBUG   SenderThread:151800 [sender.py:send():379] send: header
2024-04-25 05:43:24,065 DEBUG   SenderThread:151800 [sender.py:send():379] send: run
2024-04-25 05:43:24,653 INFO    SenderThread:151800 [dir_watcher.py:__init__():211] watching files in: /home/hail09/Documents/hail_moon/ImageNet10_experiments/train/wandb/run-20240425_054323-vl7kcnjk/files
2024-04-25 05:43:24,653 INFO    SenderThread:151800 [sender.py:_start_run_threads():1124] run started: vl7kcnjk with start time 1714023804.026769
2024-04-25 05:43:24,700 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: check_version
2024-04-25 05:43:24,701 DEBUG   SenderThread:151800 [sender.py:send_request():406] send_request: check_version
2024-04-25 05:43:24,905 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: run_start
2024-04-25 05:43:24,944 DEBUG   HandlerThread:151800 [system_info.py:__init__():26] System info init
2024-04-25 05:43:24,944 DEBUG   HandlerThread:151800 [system_info.py:__init__():41] System info init done
2024-04-25 05:43:24,944 INFO    HandlerThread:151800 [system_monitor.py:start():194] Starting system monitor
2024-04-25 05:43:24,945 INFO    SystemMonitor:151800 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-25 05:43:24,947 INFO    HandlerThread:151800 [system_monitor.py:probe():214] Collecting system info
2024-04-25 05:43:24,948 INFO    SystemMonitor:151800 [interfaces.py:start():190] Started cpu monitoring
2024-04-25 05:43:24,950 INFO    SystemMonitor:151800 [interfaces.py:start():190] Started disk monitoring
2024-04-25 05:43:24,953 INFO    SystemMonitor:151800 [interfaces.py:start():190] Started gpu monitoring
2024-04-25 05:43:24,955 INFO    SystemMonitor:151800 [interfaces.py:start():190] Started memory monitoring
2024-04-25 05:43:24,957 INFO    SystemMonitor:151800 [interfaces.py:start():190] Started network monitoring
2024-04-25 05:43:25,008 DEBUG   HandlerThread:151800 [system_info.py:probe():150] Probing system
2024-04-25 05:43:25,017 DEBUG   HandlerThread:151800 [gitlib.py:_init_repo():56] git repository is invalid
2024-04-25 05:43:25,018 DEBUG   HandlerThread:151800 [system_info.py:probe():198] Probing system done
2024-04-25 05:43:25,018 DEBUG   HandlerThread:151800 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-102-generic-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-04-25T05:43:25.008991', 'startedAt': '2024-04-25T05:43:23.983204', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/hail09/Documents/hail_moon/ImageNet10_experiments/train/train_manifold_mixed_resnet.py', 'codePathLocal': 'train_manifold_mixed_resnet.py', 'codePath': 'train_manifold_mixed_resnet.py', 'host': 'hail09', 'username': 'hail09', 'executable': '/home/hail09/anaconda3/envs/venv_ImagenNet10/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1639.6490625000001, 'min': 1200.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1900.0, 'min': 1200.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1200.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1200.0, 'max': 3000.0}, {'current': 3000.0, 'min': 1200.0, 'max': 3000.0}, {'current': 2289.439, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1900.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1740.039, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3000.0}], 'disk': {'/': {'total': 97.87200164794922, 'used': 82.96571350097656}}, 'gpu': 'NVIDIA GeForce GTX 1080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1080 Ti', 'memory_total': 11811160064}], 'memory': {'total': 62.64045333862305}}
2024-04-25 05:43:25,018 INFO    HandlerThread:151800 [system_monitor.py:probe():224] Finished collecting system info
2024-04-25 05:43:25,019 INFO    HandlerThread:151800 [system_monitor.py:probe():227] Publishing system info
2024-04-25 05:43:25,019 DEBUG   HandlerThread:151800 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-25 05:43:25,663 INFO    Thread-16 :151800 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hail09/Documents/hail_moon/ImageNet10_experiments/train/wandb/run-20240425_054323-vl7kcnjk/files/conda-environment.yaml
2024-04-25 05:43:30,657 INFO    Thread-16 :151800 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/hail09/Documents/hail_moon/ImageNet10_experiments/train/wandb/run-20240425_054323-vl7kcnjk/files/conda-environment.yaml
2024-04-25 05:43:30,707 DEBUG   HandlerThread:151800 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-25 05:43:30,740 INFO    HandlerThread:151800 [system_monitor.py:probe():229] Finished publishing system info
2024-04-25 05:43:30,767 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: status_report
2024-04-25 05:43:30,767 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: keepalive
2024-04-25 05:43:30,769 DEBUG   SenderThread:151800 [sender.py:send():379] send: files
2024-04-25 05:43:30,770 INFO    SenderThread:151800 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-25 05:43:31,491 DEBUG   HandlerThread:151800 [handler.py:handle_request():146] handle_request: python_packages
2024-04-25 05:43:31,492 DEBUG   SenderThread:151800 [sender.py:send_request():406] send_request: python_packages
